"Key","Datum","Positief getest","Ziekenhuisopnames","Overleden","Positief getest (nieuw)","Ziekenhuisopnames (nieuw)","Overleden (nieuw)","BesmettingenPer100000","OverledenPer100000","Positief getest (GGD)","Ziekenhuisopnames (GGD)","Overleden (GGD)","Positief getest (nieuw - GGD)","Ziekenhuisopnames (nieuw - GGD)","Overleden (nieuw - GGD)","Positief getest (OSIRIS)","Positief getest (nieuw - OSIRIS)","Overleden onbekend (OSIRIS)","IC Intake","IC 3 dagen","IC Indicator","Reproductiegetal","Besmettelijk","Besmettelijk per 100.000","Besmet  (7dgn/100k)","Besmet  (7dgn/100k) trend","Besmet  (1dag/100k)","Opname gemiddelde (3dgn)","IC bezetting Covid-19 (totaal) NICE","IC Covid-19 (totaal) cumulatief NICE","IC Covid-19 (nieuw) cumulatief NICE","IC Covid-19 (totaal-ontslagen) cumulatief NICE","IC Covid-19 (totaal-overleden) cumulatief NICE","IC Covid-19 (totaal) LCPS","IC Covid-19 (nieuw) LCPS","IC non-Covid-19 (totaal) LCPS","Intake (LCPS)","niet-IC Covid-19 LCPS","niet-IC Covid-19 (nieuw) LCPS","Ziekenhuisopnames (NICE)","Intake (NICE)"
"2020-10-23","23-10-2020","272401","14352","6964","9996","112","45","1569","40","288879","19481","7305","9219","328","63","326047","9318","34001","48","139","4,633333333","0,89","151220","870,9546139","348,2378576","1,205474809","57,57216189","107,6666667","525","4123","48","2352","1051","472","9","476","291","1601","61","1920","355"
"2020-10-24","24-10-2020","281052","14444","7019","8651","92","55","1619","40","299988","19695","7353","11109","214","48","334842","8795","34719","37","139","4,633333333","0,87","150344","865,9092744","351,3307198","1,178243066","49,82560749","104,6666667","533","4164","38","2363","1059","501","29","431","336","1614","13","1846","240"
"2020-10-25","25-10-2020","291254","14553","7046","10202","109","27","1677","41","309385","19963","7402","9397","268","49","342919","8077","35459","48","127","4,233333333","0,85","149187","859,2455098","362,9649502","1,176163192","58,75862301","104,3333333","547","4212","48","2374","1074","490","-11","419","219","1657","43","1917","298"
"2020-10-26","26-10-2020","301597","14630","7072","10343","77","26","1737","41","319710","20313","7467","10325","350","65","352047","9128","36207","58","133","4,433333333","0,83","147747","850,951801","376,5055817","1,194470838","59,57071533","92,66666667","573","4270","58","2391","1080","506","16","431","340","1743","86","2076","392"
"2020-10-27","27-10-2020","311889","14739","7142","10292","109","70","1796","41","328815","20619","7534","9105","306","67","360088","8041","36956","49","143","4,766666667","0,82","146086","841,3852383","388,7560808","1,215851572","59,27697981","98,33333333","587","4322","49","2418","1092","529","23","456","364","1829","86","2083","337"
"2020-10-28","28-10-2020","319991","14830","7202","8102","91","60","1843","41","338222","20921","7611","9407","302","77","367740","7652","37786","52","155","5,166666667","0,83","144360","831,4443068","385,0642284","1,173526882","46,66363102","92,33333333","605","4376","52","2440","1098","545","16","462","370","1831","2","2069","332"
"2020-10-29","29-10-2020","330255","14910","7258","10264","80","56","1902","42","348566","21200","7674","10344","279","63","374768","7028","38482","44","159","5,3","0,85","142070","818,255006","390,7834318","1,160801355","59,11571325","93,33333333","614","4422","45","2461","1107","553","8","470","316","1831","0","2041","317"
"2020-10-30","30-10-2020","341374","15016","7345","11119","106","87","1966","42","357386","21497","7755","8820","297","81","381546","6778","39058","39","145","4,833333333","0,86","139827","805,3364026","397,2513728","1,140747234","64,04010285","92,33333333","623","4465","39","2484","1119","567","14","447","287","1818","-13","2067","326"
"2020-10-31","31-10-2020","351178","15133","7395","9804","117","50","2023","43","365093","21722","7829","7707","225","74","387918","6372","39565","47","135","4,5","0,86","138144","795,6431305","403,8920993","1,149606557","56,46633405","101","630","4514","47","2493","1136","584","17","452","390","1864","46","1994","248"
"2020-11-01","1-11-2020","359861","15242","7434","8683","109","39","2073","43","372571","21959","7910","7478","237","81","394054","6136","39978","41","130","4,333333333","0,86","135676","781,4286351","395,1433884","1,088654395","50,00991213","110,6666667","636","4557","41","2501","1146","583","-1","446","295","1910","46","2016","260"
"2020-11-02","2-11-2020","368147","15331","7463","8286","89","29","2120","43","379477","22358","7991","6906","399","81","400409","6355","40392","59","127","4,233333333","0,87","132980","765,9009692","383,2960558","1,01803552","47,7233827","105","662","4618","59","2527","1156","587","4","415","286","1958","48","2230","442"
"2020-11-03","3-11-2020","375890","15434","7576","7743","103","113","2165","44","387326","22597","8065","7849","239","74","406355","5946","40820","31","147","4,9","0,90","130079","749,1926017","368,6150393","0,948191058","44,59596334","100,3333333","661","4653","31","2553","1167","609","22","449","423","2044","86","2177","268"
"2020-11-04","4-11-2020","383523","15534","7682","7633","100","106","2209","44","394482","22842","8151","7156","245","86","412117","5762","41257","39","131","4,366666667","0,93","127278","733,0601862","365,9138244","0,950266988","43,96241614","97,33333333","665","4693","39","2582","1180","612","3","475","286","1960","-84","2117","286"
"2020-11-05","5-11-2020","390488","15632","7769","6965","98","87","2249","45","401175","23088","8220","6693","246","69","417289","5172","41636","35","129","4,3","0,96","124382","716,3806163","346,913168","0,887737657","40,11505678","100,3333333","660","4730","35","2614","1196","607","-5","476","296","1905","-55","2040","275"
"2020-11-06","6-11-2020","397730","15721","7887","7242","89","118","2291","45","407234","23332","8307","6059","244","87","422564","5275","42001","35","105","3,5","0,99","121781","701,4001048","324,583509","0,817073348","41,71044382","95,66666667","656","4765","35","2640","1211","603","-4","477","213","1842","-63","1961","272"
"2020-11-07","7-11-2020","404401","15842","7960","6671","121","73","2329","46","412422","23493","8382","5188","161","75","427535","4971","42274","36","109","3,633333333","1,01","120302","692,8817747","306,5389328","0,758962439","38,4217579","102,6666667","647","4804","36","2649","1224","602","-1","466","285","1782","-60","1815","189"
"2020-11-08","8-11-2020","410065","15936","8004","5664","94","44","2362","46","416832","23663","8465","4410","170","83","432298","4763","42512","43","106","3,533333333","1,00","118344","681,6046345","289,1509419","0,731762065","32,62192126","101,3333333","651","4848","43","2660","1235","598","-4","431","185","1697","-85","1800","204"
"2020-11-09","9-11-2020","414745","15990","8043","4680","54","39","2389","46","421638","23960","8533","4806","297","68","438081","5783","42825","41","114","3,8","0,99","116399","670,4023681","268,3821128","0,700195342","26,95455359","89,66666667","654","4890","41","2694","1248","600","2","444","217","1717","20","1939","330"
"2020-11-10","10-11-2020","419412","16064","8141","4667","74","98","2416","47","427379","24185","8619","5741","225","86","443449","5368","43155","36","120","4","0,98","114535","659,6666229","250,6658293","0,680020625","26,87967983","74","655","4929","36","2723","1263","598","-2","487","297","1697","-20","1879","261"
"2020-11-11","11-11-2020","424819","16136","8215","5407","72","74","2447","47","433552","24420","8687","6173","235","68","449105","5656","43516","35","120","4","0,99","113063","651,1886094","237,8451378","0,650003148","31,14172462","66,66666667","651","4965","35","2752","1274","606","8","480","266","1671","-26","1834","268"
"2020-11-12","12-11-2020","430453","16228","8304","5634","92","89","2479","48","439731","24632","8743","6179","212","56","454199","5094","43860","39","112","3,733333333","1,00","111211","640,5219784","230,1792167","0,663506716","32,44913566","79,33333333","655","5006","39","2779","1286","595","-11","496","251","1606","-65","1789","246"
"2020-11-13","13-11-2020","436544","16315","8358","6091","87","54","2514","48","445354","24871","8799","5623","239","56","459327","5128","44161","31","110","3,666666667","1,00","110323","635,4075246","223,5500092","0,688728796","35,0812363","83,66666667","657","5037","31","2818","1301","609","14","485","202","1572","-34","1768","275"
"2020-11-14","14-11-2020","442458","16407","8443","5914","92","85","2548","49","450315","25009","8861","4961","138","62","464433","5106","44428","22","105","3,5","0,99","110118","634,226823","219,1900525","0,715048006","34,06180126","90,33333333","625","5060","23","2825","1312","595","-14","457","195","1530","-42","1637","165"
"2020-11-15","15-11-2020","447871","16503","8486","5413","96","43","2580","49","454475","25163","8921","4160","154","60","469312","4879","44664","34","92","3,066666667","0,96","109313","629,5904094","217,744413","0,753047566","31,17628174","91,66666667","627","5094","34","2833","1330","585","-10","437","172","1509","-21","1631","180"
"2020-11-16","16-11-2020","452701","16589","8530","4830","86","44","2607","49","459201","25412","8975","4726","249","54","475151","5839","44990","36","87","2,9","0,93","108396","624,3089296","218,608341","0,814541397","27,81848159","91,33333333","623","5130","36","2859","1346","573","-12","463","202","1557","48","1778","288"
"2020-11-17","17-11-2020","457003","16668","8616","4302","79","86","2632","50","463971","25609","9038","4770","197","63","480617","5466","45315","26","92","3,066666667","0,92","107152","617,1440867","216,5061162","0,863724094","24,77745503","87","610","5160","26","2891","1363","576","3","473","294","1570","13","1750","224"
"2020-11-18","18-11-2020","461612","16772","8698","4609","104","82","2659","50","470122","25804","9093","6151","195","55","485885","5268","45673","30","96","3,2","0,94","106555","613,7056533","211,9100192","0,890957962","26,54562767","89,66666667","594","5192","30","2917","1375","559","-17","488","219","1528","-42","1692","222"
"2020-11-19","19-11-2020","467257","16865","8771","5645","93","73","2691","51","476201","25992","9137","6079","188","44","490677","4792","46011","36","92","3,066666667","0,96","105607","608,2456283","211,973374","0,920905793","32,51249038","92","597","5231","36","2945","1388","555","-4","501","261","1475","-53","1627","221"
"2020-11-20","20-11-2020","473190","16929","8822","5933","64","51","2725","51","481934","26166","9193","5733","174","56","495507","4830","46343","27","92","3,066666667","0,99","105044","605,0030186","211,0633698","0,944143866","34,17123214","87","589","5262","28","2973","1402","547","-8","496","252","1414","-61","1542","197"
"2020-11-21","21-11-2020","479260","17011","8870","6070","82","48","2760","51","487061","26310","9241","5127","144","48","500158","4651","46629","20","93","3,1","1,01","104656","602,7683248","211,9618549","0,967023149","34,96028638","79,66666667","574","5282","20","2980","1415","550","3","475","230","1352","-62","1445","159"
"2020-11-22","22-11-2020","484648","17078","8891","5388","67","21","2791","51","491219","26479","9287","4158","169","46","504406","4248","46825","24","83","2,766666667","1,02","103907","598,4544443","211,8178669","0,972782098","31,03229374","71","571","5308","24","2987","1429","540","-10","447","196","1393","41","1479","190"
"2020-11-23","23-11-2020","489818","17128","8945","5170","50","54","2821","52","495332","26691","9333","4113","212","46","509777","5371","47088","25","71","2,366666667","1,02","103050","593,5185357","213,7761037","0,977895458","29,77671838","66,33333333","572","5333","25","3016","1445","536","-4","451","174","1432","39","1609","240"
"2020-11-24","24-11-2020","493744","17209","9035","3926","81","90","2844","52","500478","26855","9393","5146","164","60","514654","4877","47377","34","69","2,3","1,05","102456","590,0973808","211,6105242","0,977388205","22,61187551","66","566","5369","34","3045","1459","526","-10","491","255","1399","-33","1564","186"
"2020-11-25","25-11-2020","498653","17283","9109","4909","74","74","2872","52","505419","27019","9448","4941","164","55","519506","4852","47672","39","83","2,766666667","1,10","102085","587,9605989","213,3383802","1,006740413","28,27348367","68,33333333","571","5408","40","3071","1473","529","3","515","189","1310","-89","1492","199"
"2020-11-26","26-11-2020","503123","17347","9184","4470","64","75","2898","53","511078","27209","9502","5659","190","54","524102","4596","47957","30","98","3,266666667","1,16","101328","583,6006423","206,5709442","0,97451364","25,74505439","73","566","5438","30","3092","1487","524","-5","516","225","1257","-53","1501","218"
"2020-11-27","27-11-2020","508866","17424","9267","5743","77","83","2931","53","515710","27379","9551","4632","170","49","528989","4887","48251","16","103","3,433333333","1,22","100737","580,1967659","205,4766354","0,973530535","33,07692334","71,66666667","549","5455","16","3123","1495","518","-6","513","211","1251","-6","1488","193"
"2020-11-28","28-11-2020","513325","17493","9326","4459","69","59","2957","54","520652","27480","9589","4942","101","38","533920","4931","48533","22","85","2,833333333","1,26","100434","578,4516314","196,1980487","0,925629042","25,68169967","70","541","5477","22","3131","1509","511","-7","483","185","1200","-51","1391","124"
"2020-11-29","29-11-2020","518910","17566","9349","5585","73","23","2989","54","524564","27604","9637","3912","124","48","538643","4723","48720","17","68","2,266666667","1,25","100389","578,192453","197,3326741","0,931614868","32,16691918","73","526","5496","17","3135","1519","506","-5","450","130","1194","-6","1398","136"
"2020-11-30","30-11-2020","523478","17618","9376","4568","52","27","3015","54","528907","27768","9690","4343","164","53","544987","6344","48978","23","55","1,833333333","1,22","100618","579,5113831","193,8654431","0,906862085","26,30948735","64,66666667","523","5522","25","3159","1531","481","-25","475","152","1240","46","1485","196"
"2020-12-01","1-12-2020","527523","17677","9438","4045","59","62","3038","54","534371","27927","9743","5464","159","53","551513","6526","49293","29","62","2,066666667","1,21","101890","586,8374925","194,550826","0,919381617","23,29725839","61,33333333","517","5554","29","3179","1542","478","-3","506","207","1205","-35","1441","179"
"2020-12-02","2-12-2020","532444","17736","9504","4921","59","66","3067","55","540426","28094","9795","6055","167","52","558204","6691","49621","28","69","2,3","1,21","102975","593,0865717","194,6199402","0,912259388","28,34259791","56,66666667","516","5583","28","3201","1554","475","-3","531","167","1131","-74","1408","195"
"2020-12-03","3-12-2020","538050","17809","9565","5606","73","61","3099","55","546771","28281","9820","6345","187","25","564862","6658","49963","30","80","2,666666667","1,23","104082","599,4623603","201,1627549","0,973819216","32,2878691","63,66666667","505","5614","30","3217","1562","458","-17","557","174","1137","6","1414","214"
"2020-12-04","4-12-2020","543924","17862","9623","5874","53","58","3133","55","553924","28483","9863","7153","202","43","571987","7125","50313","30","87","2,9","1,24","105558","607,9634118","201,9172521","0,98267743","33,83142046","61,66666667","514","5647","30","3248","1573","473","15","550","217","1152","15","1444","231"
"2020-12-05","5-12-2020","550445","17922","9662","6521","60","39","3170","56","560492","28638","9905","6568","155","42","579291","7304","50632","25","88","2,933333333","1,23","107467","618,9583355","213,7933823","1,089681491","37,5578299","62","509","5673","25","3252","1583","472","-1","516","220","1130","-22","1396","170"
"2020-12-06","6-12-2020","557224","17974","9687","6779","52","25","3209","56","566636","28782","9950","6144","144","45","586672","7381","50967","27","85","2,833333333","1,20","109314","629,596169","220,6702492","1,118265133","39,04378606","55","512","5701","27","3258","1593","469","-3","502","181","1172","42","1436","166"
"2020-12-07","7-12-2020","564291","18047","9704","7067","73","17","3250","56","573308","29001","9996","6672","219","46","595751","9079","51375","20","82","2,733333333","1,16","111107","639,9229883","235,0632896","1,212507427","40,70252782","61,66666667","508","5722","20","3281","1601","470","1","501","174","1190","18","1545","236"
"2020-12-08","8-12-2020","570437","18118","9775","6146","71","71","3285","56","580843","29187","10053","7535","186","57","605373","9622","51857","38","72","2,4","1,14","113763","655,2202734","247,1640412","1,270434293","35,3980099","65,33333333","516","5762","38","3310","1614","464","-6","553","228","1236","46","1530","214"
"2020-12-09","9-12-2020","576965","18194","9841","6528","76","66","3323","57","589514","29366","10098","8671","179","45","614905","9532","52348","31","85","2,833333333","1,14","116847","672,9826331","256,4195898","1,317540173","37,59814654","73,33333333","511","5796","31","3338","1625","473","9","552","230","1211","-25","1514","208"
"2020-12-10","10-12-2020","585685","18265","9902","8720","71","61","3373","57","599119","29571","10157","9605","205","59","624140","9235","52897","33","89","2,966666667","1,14","120021","691,2633496","274,3547351","1,36384459","50,22301437","72,66666667","517","5831","34","3358","1634","469","-4","533","224","1179","-32","1515","231"
"2020-12-11","11-12-2020","594523","18319","9966","8838","54","64","3424","57","609049","29825","10214","9930","254","57","634023","9883","53407","35","102","3,4","1,14","124369","716,3057425","291,4259523","1,44329397","50,90263773","67","512","5867","35","3378","1642","472","3","547","229","1209","30","1589","290"
"2020-12-12","12-12-2020","603603","18396","10019","9080","77","53","3476","58","618195","29989","10275","9146","164","61","643937","9914","53920","22","99","3,3","1,12","129535","746,0594228","306,164564","1,43205819","52,29644157","67,33333333","510","5889","22","3386","1648","481","9","510","284","1242","33","1567","177"
"2020-12-13","13-12-2020","613487","18477","10048","9884","81","29","3533","58","626646","30177","10333","8451","188","58","653797","9860","54432","40","90","3","1,06","134024","771,9139081","324,0478736","1,468471055","56,92709565","70,66666667","536","5933","40","3388","1656","497","16","478","202","1270","28","1620","218"
"2020-12-14","14-12-2020","621944","18552","10082","8457","75","34","3582","58","635918","30444","10413","9272","267","80","666105","12308","55063","22","97","3,233333333","1,00","138866","799,8015039","332,0536064","1,412613628","48,70826061","77,66666667","541","5958","23","3417","1663","503","6","523","220","1369","99","1789","297"
"2020-12-15","15-12-2020","628577","18618","10168","6633","66","86","3620","59","647086","30666","10492","11168","222","79","678264","12159","55747","45","84","2,8","0,95","142743","822,1311629","334,8584926","1,354802629","38,20289614","74","555","6004","46","3437","1670","524","21","530","308","1430","61","1783","265"
"2020-12-16","16-12-2020","639746","18684","10246","11169","66","78","3685","59","658214","30920","10554","11128","254","62","689961","11697","56454","37","107","3,566666667","0,93","146485","843,6832868","361,5884249","1,410143528","64,32807885","69","566","6041","37","3463","1685","526","2","544","170","1438","8","1812","279"
"2020-12-17","17-12-2020","652525","18779","10321","12779","95","75","3758","59","670702","31197","10622","12488","277","68","700936","10975","57295","49","104","3,466666667","0,91","149457","860,8005802","384,9663166","1,403169938","73,60090604","75,66666667","591","6090","49","3489","1694","536","10","507","259","1467","29","1860","303"
"2020-12-18","18-12-2020","664456","18864","10405","11931","85","84","3827","60","682032","31484","10686","11330","287","64","711911","10975","58010","34","131","4,366666667","0,90","152437","877,9639498","402,7805119","1,382102413","68,71683308","82","597","6127","35","3512","1701","549","13","497","316","1485","18","1906","312"
"2020-12-19","19-12-2020","676673","18969","10459","12217","105","54","3897","60","694402","31680","10764","12370","196","78","722417","10506","58646","43","120","4","0,88","154934","892,3454712","420,8481262","1,374581436","70,3640558","95","609","6172","43","3516","1713","560","11","483","335","1505","20","1812","222"
"2020-12-20","20-12-2020","689705","19068","10491","13032","99","32","3972","60","704631","31888","10841","10229","208","77","732026","9609","59178","53","126","4,2","0,86","156234","899,8328472","438,9790951","1,354673587","75,0580646","96,33333333","628","6227","53","3525","1729","580","20","431","254","1533","28","1825","241"
"2020-12-21","21-12-2020","700873","19143","10519","11168","75","28","4037","61","714399","32210","10922","9768","322","81","742903","10877","59773","30","130","4,333333333","0,84","157428","906,7097141","454,5931538","1,369035436","64,32231933","93","627","6261","31","3553","1741","586","6","429","242","1576","43","2012","361"
"2020-12-22","22-12-2020","710683","19226","10633","9810","83","114","4093","61","725585","32487","11009","11186","277","87","753102","10199","60545","41","126","4,2","0,85","157303","905,9897741","472,8911489","1,412211902","56,50089117","85,66666667","635","6304","41","3581","1751","586","0","469","392","1703","127","2034","311"
"2020-12-23","23-12-2020","721071","19320","10737","10388","94","104","4153","62","737045","32785","11089","11460","298","80","762195","9093","61235","45","124","4,133333333","0,87","156408","900,8350037","468,3929638","1,29537599","59,82989373","84","654","6354","45","3605","1762","608","22","439","353","1686","-17","2062","331"
"2020-12-24","24-12-2020","732570","19412","10826","11499","92","89","4219","62","748681","33090","11182","11636","305","93","770910","8715","61984","44","116","3,866666667","0,91","154608","890,4678677","461,0207782","1,197561341","66,22872045","89,66666667","656","6401","45","3637","1775","596","-12","436","359","1712","26","2089","341"
"2020-12-25","25-12-2020","744057","19499","10924","11487","87","98","4285","63","757284","33329","11269","8603","239","87","778634","7724","62502","37","130","4,333333333","0,94","152258","876,9329957","458,4635513","1,138246607","66,15960621","91","649","6440","37","3643","1789","600","4","417","358","1704","-8","1992","262"
"2020-12-26","26-12-2020","753905","19565","10970","9848","66","46","4342","63","764767","33574","11357","7483","245","88","786023","7389","62860","41","126","4,2","0,93","149601","861,6299511","444,8192484","1,05695908","56,71975293","81,66666667","664","6485","41","3649","1798","615","15","372","255","1734","30","2037","280"
"2020-12-27","27-12-2020","762985","19643","10998","9080","78","28","4394","63","771709","33841","11455","6942","267","98","793969","7946","63216","43","122","4,066666667","0,91","145801","839,7437751","422,0576254","0,961452675","52,29644157","77","678","6529","43","3655","1812","631","16","387","285","1797","63","2129","304"
"2020-12-28","28-12-2020","770400","19733","11042","7415","90","44","4437","64","779779","34305","11568","8070","464","113","802998","9029","63717","64","121","4,033333333","0,90","142070","818,255006","400,4421468","0,880880285","42,70684078","78","714","6599","65","3678","1823","658","27","370","327","1922","125","2410","507"
"2020-12-29","29-12-2020","777902","19845","11212","7502","112","170","4480","65","789522","34563","11672","9743","258","104","811316","8318","64327","60","148","4,933333333","0,92","138372","796,956301","387,1491747","0,818685602","43,20791902","93,33333333","735","6660","60","3698","1831","684","26","416","502","2077","155","2395","301"
"2020-12-30","30-12-2020","787300","19940","11324","9398","95","112","4534","65","798968","34829","11746","9446","266","74","818614","7298","64878","45","167","5,566666667","0,95","134431","774,2580327","381,4472499","0,814374424","54,12796893","99","747","6707","46","3724","1843","712","28","422","353","2002","-75","2353","300"
"2020-12-31","31-12-2020","796981","20077","11432","9681","137","108","4590","66","808503","35090","11844","9535","261","98","825674","7060","65397","36","169","5,633333333","0,98","130863","753,7080654","370,9764425","0,804684865","55,75791309","114,6666667","744","6747","37","3744","1858","724","12","410","332","2104","102","2275","292"
"2021-01-01","1-1-2021","805164","20154","11529","8183","77","97","4637","66","815065","35314","11918","6562","224","74","832431","6757","65757","40","141","4,7","0,97","128260","738,7160348","351,9469885","0,767666235","47,13015214","103","733","6788","40","3758","1868","703","-21","389","276","1957","-147","2127","247"
"2021-01-02","2-1-2021","813765","20211","11565","8601","57","36","4687","67","821455","35551","12006","6390","237","88","839430","6999","66111","38","121","4,033333333","0,94","127218","732,714615","344,764867","0,77506733","49,53763149","90,33333333","737","6828","38","3766","1882","698","-5","379","285","2005","48","2182","263"
"2021-01-03","3-1-2021","821163","20318","11612","7398","107","47","4730","67","827841","35784","12104","6386","233","98","846943","7513","66469","43","114","3,8","0,88","126124","726,4137001","335,0773544","0,793913755","42,60892894","80,33333333","739","6872","43","3777","1898","704","6","360","270","2006","1","2213","266"
"2021-01-04","4-1-2021","827726","20390","11675","6563","72","63","4767","67","835099","36106","12222","7258","322","118","855273","8330","66921","58","121","4,033333333","0,85","125338","721,8867174","330,1702433","0,824514217","37,79972974","78,66666667","758","6932","59","3802","1911","715","11","377","267","2130","124","2336","377"
"2021-01-05","5-1-2021","834064","20482","11826","6338","92","151","4804","68","843174","36387","12300","8075","281","78","862395","7122","67420","48","139","4,633333333","0,84","125226","721,2416511","323,4661621","0,835507818","36,50383774","90,33333333","754","6986","48","3839","1931","731","16","396","366","2159","29","2310","321"
"2021-01-06","6-1-2021","841163","20585","11999","7099","103","173","4845","69","852107","36632","12381","8933","245","81","869194","6799","67925","45","149","4,966666667","0,86","125126","720,6656991","310,2250256","0,813284211","40,88683246","89","741","7032","45","3878","1943","704","-27","435","301","2131","-28","2257","283"
"2021-01-07","7-1-2021","850790","20672","12084","9627","87","85","4900","70","859964","36865","12466","7857","233","85","875314","6120","68445","33","151","5,033333333","0,89","124949","719,6462641","309,9140115","0,835400786","55,44689901","94","739","7068","33","3914","1964","712","8","420","260","2052","-79","2209","268"
"2021-01-08","8-1-2021","858914","20756","12171","8124","84","87","4947","70","867305","37095","12562","7341","230","96","881095","5781","68917","36","126","4,2","0,93","125331","721,8464007","309,5741998","0,879604628","46,79034046","91,33333333","731","7109","36","3949","1986","708","-4","426","286","1936","-116","2162","269"
"2021-01-09","9-1-2021","866235","20832","12307","7321","76","136","4989","71","873317","37263","12653","6012","168","91","886532","5437","69276","31","114","3,8","0,00","126311","727,4907303","302,2020142","0,876545272","42,1654459","82,33333333","710","7140","31","3958","1998","700","-8","420","285","1874","-62","2005","195"
"2021-01-10","10-1-2021","872847","20910","12361","6612","78","54","5027","71","878334","37449","12728","5017","186","75","891663","5131","69529","32","100","3,333333333","0,00","125956","725,4461007","297,6750315","0,88837705","38,08194622","79,33333333","710","7173","32","3968","2005","711","11","379","212","1850","-24","2009","212"
"2021-01-11","11-1-2021","878263","20969","12411","5416","59","50","5058","71","883752","37727","12803","5418","278","75","897629","5966","69912","36","99","3,3","0,00","125021","720,0609495","291,0688621","0,881572062","31,1935603","71","722","7212","37","3997","2023","702","-9","383","197","1926","76","2147","302"
"2021-01-12","12-1-2021","883135","21066","12563","4872","97","152","5086","72","890189","37933","12891","6437","206","88","903602","5973","70333","41","99","3,3","0,00","124167","715,1423195","282,6254058","0,873740251","28,06038143","78","726","7257","41","4036","2031","695","-7","417","310","1945","19","2089","246"
"2021-01-13","13-1-2021","889221","21135","12685","6086","69","122","5121","73","896261","38166","12973","6072","233","82","909271","5669","70776","39","109","3,633333333","0,00","124082","714,6527603","276,791012","0,892226575","35,0524387","75","732","7297","39","4064","2046","700","5","416","264","1821","-124","2036","269"
"2021-01-14","14-1-2021","895687","21211","12774","6466","76","89","5159","74","902176","38368","13047","5915","202","74","914288","5017","71080","35","116","3,866666667","0,00","123890","713,5469324","258,5851693","0,834377149","37,2410563","80,66666667","717","7332","36","4097","2054","693","-7","453","274","1814","-7","1982","236"
"2021-01-15","15-1-2021","901696","21287","12868","6009","76","94","5193","74","908224","38580","13127","6048","212","80","919580","5292","71476","34","115","3,833333333","0,00","0","0","246,4037845","0,795944186","34,60895566","73,66666667","710","7369","35","4127","2067","690","-3","452","241","1784","-30","1964","245"
"2021-01-16","16-1-2021","906956","21336","12965","5260","49","97","5224","75","913241","38744","13198","5017","164","71","924375","4795","71777","26","108","3,6","0,00","0","0","234,5334138","0,77608157","30,29507518","67","688","7396","26","4132","2077","671","-19","441","247","1694","-90","1852","185"
"2021-01-17","17-1-2021","912554","21405","13006","5598","69","41","5256","75","917504","38895","13256","4263","151","58","928910","4535","72056","38","95","3,166666667","0,00","0","0","228,6932605","0,76826484","32,24179294","64,66666667","696","7434","38","4138","2082","676","5","393","217","1708","14","1807","179"
"2021-01-18","18-1-2021","917308","21491","13056","4754","86","50","5283","75","922138","39136","13331","4634","241","75","934250","5340","72371","41","98","3,266666667","0,00","0","0","224,8804583","0,772602252","27,38075807","68","707","7476","41","4167","2098","690","14","398","180","1744","36","1931","276"
"2021-01-19","19-1-2021","921580","21590","13162","4272","99","106","5308","76","927905","39346","13402","5767","210","71","939381","5131","72770","29","105","3,5","0,00","0","0","221,4247463","0,783456624","24,60466943","84,66666667","696","7508","30","4203","2107","683","-7","444","287","1767","23","1927","240"
"2021-01-20","20-1-2021","927110","21663","13248","5530","73","86","5340","76","933481","39521","13465","5576","175","63","944442","5061","73228","34","108","3,6","0,00","0","0","218,2224532","0,788401515","31,85014558","86","692","7543","35","4234","2119","679","-4","447","239","1709","-58","1860","217"
"2021-01-21","21-1-2021","932884","21748","13337","5774","85","89","5373","77","939142","39726","13521","5661","205","56","948813","4371","73671","40","104","3,466666667","0,00","0","0","214,2368653","0,828496336","33,25546846","85,66666667","697","7583","40","4265","2134","677","-2","460","262","1667","-42","1857","254"
"2021-01-22","22-1-2021","938628","21818","13422","5744","70","85","5406","77","944731","39895","13569","5589","169","48","952879","4066","74147","33","103","3,433333333","0,00","0","0","212,7105925","0,86326025","33,08268286","76","690","7618","34","4301","2146","674","-3","456","262","1684","17","1843","225"
"2021-01-23","23-1-2021","944042","21894","13510","5414","76","88","5437","78","949020","40039","13609","4289","144","40","956437","3558","74573","32","107","3,566666667","0,00","0","0","213,5975586","0,910734019","31,18204126","77","679","7651","32","4315","2155","673","-1","459","247","1633","-51","1779","186"
"2021-01-24","24-1-2021","948933","21954","13540","4891","60","30","5465","78","952915","40159","13647","3895","120","38","959275","2838","74932","26","105","3,5","0,00","0","0","209,525578","0,916186063","28,16981231","68,66666667","674","7677","26","4319","2167","680","7","416","207","1667","34","1795","170"
"2021-01-25","25-1-2021","952950","22056","13579","4017","102","39","5489","78","955855","40210","13658","2940","51","11","961912","2637","75562","51","91","3,033333333","0,00","0","0","205,2808117","0,912844154","23,13599183","79,33333333","694","7729","51","4352","2179","664","-16","416","193","1720","53","1889","245"
"2021-01-26","26-1-2021","956867","22127","13665","3917","71","86","5511","79","956867","40210","13658","1012","0","0","964009","2097","76611","33","109","3,633333333","0,00","0","0","203,2361821","0,917856678","22,56003983","77,66666667","691","7765","34","4379","2195","674","10","466","271","1705","-15","1856","191"
"2021-01-27","27-1-2021","961593","22194","13733","4726","67","68","5538","79","956867","40210","13658","0","0","0","965901","1892","78063","26","110","3,666666667","0,00","0","0","198,6055281","0,910105835","27,21949151","80","667","7793","29","4407","2208","651","-23","492","239","1648","-57","1810","173"
